# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1592860	1594530	+	WP_010867054.1	WP_010867054.1		thiamine pyrophosphate-binding protein		1445466	APE_RS08395	1671	556	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1594557	1595423	-						1445467	APE_RS08400	867		old_locus_tag=APE2512,APE_2512
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1594557	1595423	-	WP_148679213.1	WP_148679213.1		ABC transporter permease		1445467	APE_RS08400	867	288	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1595389	1596216	-						1445468	APE_RS08405	828		old_locus_tag=APE2514,APE_2514
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1595389	1596216	-	WP_010867056.1	WP_010867056.1		ABC transporter permease		1445468	APE_RS08405	828	275	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1596213	1597139	-						1445469	APE_RS08410	927		old_locus_tag=APE2516,APE_2516
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1596213	1597139	-	WP_148679343.1	WP_148679343.1		ATP-binding cassette domain-containing protein		1445469	APE_RS08410	927	308	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1597339	1597746	-						1445470	APE_RS08415	408		old_locus_tag=APE2517,APE_2517.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1597339	1597746	-	WP_010867058.1	WP_010867058.1		helix-turn-helix transcriptional regulator		1445470	APE_RS08415	408	135	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1597929	1598675	+						1445471	APE_RS08420	747		old_locus_tag=APE2519,APE_2519.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1597929	1598675	+	WP_010867059.1	WP_010867059.1		VOC family protein		1445471	APE_RS08420	747	248	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1599132	1599845	-						1445472	APE_RS08425	714		old_locus_tag=APE2520,APE_2520.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1599132	1599845	-	WP_010867060.1	WP_010867060.1		maleate cis-trans isomerase		1445472	APE_RS08425	714	237	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1599950	1601233	+						1445473	APE_RS08430	1284		old_locus_tag=APE2521,APE_2521.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1599950	1601233	+	WP_010867061.1	WP_010867061.1		ABC transporter substrate-binding protein		1445473	APE_RS08430	1284	427	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1601330	1602199	+						1445474	APE_RS08435	870		old_locus_tag=APE2522,APE_2522.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1601330	1602199	+	WP_010867062.1	WP_010867062.1		branched-chain amino acid ABC transporter permease		1445474	APE_RS08435	870	289	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1602202	1603194	+						1445475	APE_RS08440	993		old_locus_tag=APE2523,APE_2523.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1602202	1603194	+	WP_158298275.1	WP_158298275.1		hypothetical protein		1445475	APE_RS08440	993	330	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1603200	1603910	+						1445476	APE_RS08445	711		old_locus_tag=APE2524,APE_2524.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1603200	1603910	+	WP_148679344.1	WP_148679344.1		ATP-binding cassette domain-containing protein		1445476	APE_RS08445	711	236	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1603913	1604632	+						1445477	APE_RS08450	720		old_locus_tag=APE2526,APE_2526
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1603913	1604632	+	WP_148679216.1	WP_148679216.1		ATP-binding cassette domain-containing protein		1445477	APE_RS08450	720	239	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1604644	1606692	+						1445478	APE_RS08455	2049		old_locus_tag=APE2528,APE_2528.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1604644	1606692	+	WP_010867066.1	WP_010867066.1		hydantoinase/oxoprolinase family protein		1445478	APE_RS08455	2049	682	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1606695	1608353	+						1445480	APE_RS08460	1659		old_locus_tag=APE2530,APE_2530.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1606695	1608353	+	WP_010867067.1	WP_010867067.1		5-oxoprolinase		1445480	APE_RS08460	1659	552	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1608531	1608860	-						41583256	APE_RS08465	330		
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1608531	1608860	-	WP_148679345.1	WP_148679345.1		ArsR family transcriptional regulator		41583256	APE_RS08465	330	109	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1609075	1611141	-						1445481	APE_RS08470	2067		old_locus_tag=APE2533,APE_2533.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1609075	1611141	-	WP_010867068.1	WP_010867068.1		thioredoxin domain-containing protein		1445481	APE_RS08470	2067	688	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1611212	1611784	-						1445482	APE_RS08475	573		old_locus_tag=APE2535,APE_2535.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1611212	1611784	-	WP_010867069.1	WP_010867069.1		DUF998 domain-containing protein		1445482	APE_RS08475	573	190	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1611863	1612831	+						1445484	APE_RS08480	969		old_locus_tag=APE2537,APE_2537.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1611863	1612831	+	WP_010867070.1	WP_010867070.1		DMT family transporter		1445484	APE_RS08480	969	322	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1613261	1614940	-						1445485	APE_RS08485	1680		old_locus_tag=APE2538,APE_2538
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1613261	1614940	-	WP_010867071.1	WP_010867071.1		Na+/H+ antiporter NhaC family protein		1445485	APE_RS08485	1680	559	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1615413	1615871	+						1445488	APE_RS08490	459		old_locus_tag=APE2540,APE_2540.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1615413	1615871	+	WP_148679218.1	WP_148679218.1		YbaK/EbsC family protein		1445488	APE_RS08490	459	152	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1615904	1616233	+						1445489	APE_RS08495	330		old_locus_tag=APE2541,APE_2541
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1615904	1616233	+	WP_148679219.1	WP_148679219.1		hypothetical protein		1445489	APE_RS08495	330	109	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1616239	1618041	-						1445490	APE_RS08500	1803		old_locus_tag=APE2542,APE_2542.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1616239	1618041	-	WP_010867074.1	WP_010867074.1		TRAP transporter permease		1445490	APE_RS08500	1803	600	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1618073	1619182	-						1445491	APE_RS08505	1110		old_locus_tag=APE2545,APE_2545.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1618073	1619182	-	WP_010867075.1	WP_010867075.1		TRAP transporter substrate-binding protein		1445491	APE_RS08505	1110	369	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1619360	1620145	-						1445492	APE_RS08510	786		old_locus_tag=APE2546,APE_2546
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1619360	1620145	-	WP_010867076.1	WP_010867076.1		indole-3-glycerol-phosphate synthase		1445492	APE_RS08510	786	261	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1620142	1620786	-						1445493	APE_RS08515	645		old_locus_tag=APE2547,APE_2547
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1620142	1620786	-	WP_158298276.1	WP_158298276.1		hypothetical protein		1445493	APE_RS08515	645	214	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1620783	1622066	-						1445494	APE_RS08520	1284		old_locus_tag=APE2548,APE_2548
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1620783	1622066	-	WP_010867078.1	WP_010867078.1		TrpB-like pyridoxal phosphate-dependent enzyme		1445494	APE_RS08520	1284	427	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1622072	1622830	-						1445495	APE_RS08525	759		old_locus_tag=APE2550,APE_2550
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1622072	1622830	-	WP_010867079.1	WP_010867079.1		tryptophan synthase subunit alpha		1445495	APE_RS08525	759	252	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1622982	1624019	+					trpD	1445496	APE_RS08530	1038		old_locus_tag=APE2551,APE_2551
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1622982	1624019	+	WP_010867080.1	WP_010867080.1		anthranilate phosphoribosyltransferase	trpD	1445496	APE_RS08530	1038	345	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1624023	1625339	+						1445497	APE_RS08535	1317		old_locus_tag=APE2553,APE_2553.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1624023	1625339	+	WP_010867081.1	WP_010867081.1		anthranilate synthase component I family protein		1445497	APE_RS08535	1317	438	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1625332	1625922	+						1445498	APE_RS08540	591		old_locus_tag=APE2555,APE_2555
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1625332	1625922	+	WP_010867082.1	WP_010867082.1		aminodeoxychorismate/anthranilate synthase component II		1445498	APE_RS08540	591	196	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1626092	1629112	-						1445499	APE_RS08545	3021		old_locus_tag=APE2556,APE_2556.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1626092	1629112	-	WP_010867083.1	WP_010867083.1		arsenate reductase (azurin) large subunit		1445499	APE_RS08545	3021	1006	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1629112	1629744	-						1445501	APE_RS08550	633		old_locus_tag=APE2563,APE_2563
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1629112	1629744	-	WP_010867084.1	WP_010867084.1		arsenate reductase (azurin) small subunit		1445501	APE_RS08550	633	210	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1630099	1630719	-						1445502	APE_RS08555	621		old_locus_tag=APE2565,APE_2565.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1630099	1630719	-	WP_010867085.1	WP_010867085.1		Lrp/AsnC family transcriptional regulator		1445502	APE_RS08555	621	206	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1630773	1631426	-						1445503	APE_RS08560	654		old_locus_tag=APE2567,APE_2567
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1630773	1631426	-	WP_010867086.1	WP_010867086.1		hypothetical protein		1445503	APE_RS08560	654	217	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1631433	1632005	-						1445504	APE_RS08565	573		old_locus_tag=APE2568,APE_2568.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1631433	1632005	-	WP_010867087.1	WP_010867087.1		TlpA family protein disulfide reductase		1445504	APE_RS08565	573	190	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1632422	1632808	-						1445505	APE_RS08570	387		old_locus_tag=APE2570,APE_2570.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1632422	1632808	-	WP_010867088.1	WP_010867088.1		CopG family ribbon-helix-helix protein		1445505	APE_RS08570	387	128	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1632926	1634758	+					cadA	1445506	APE_RS08575	1833		old_locus_tag=APE2571,APE_2571.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1632926	1634758	+	WP_158298277.1	WP_158298277.1		cadmium-translocating P-type ATPase	cadA	1445506	APE_RS08575	1833	610	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1634989	1636161	-						1445507	APE_RS08580	1173		old_locus_tag=APE2574,APE_2574
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1634989	1636161	-	WP_010867090.1	WP_010867090.1		hypothetical protein		1445507	APE_RS08580	1173	390	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1636275	1637468	-						1445508	APE_RS08585	1194		old_locus_tag=APE2575,APE_2575
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1636275	1637468	-	WP_010867091.1	WP_010867091.1		pyridoxal phosphate-dependent aminotransferase		1445508	APE_RS08585	1194	397	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1637528	1638424	+						1445509	APE_RS08590	897		old_locus_tag=APE2577,APE_2577.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1637528	1638424	+	WP_148679224.1	WP_148679224.1		radical SAM protein		1445509	APE_RS08590	897	298	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1638433	1639284	-						1445510	APE_RS08595	852		old_locus_tag=APE2578,APE_2578
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1638433	1639284	-	WP_010867093.1	WP_010867093.1		ABC transporter permease		1445510	APE_RS08595	852	283	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1639286	1640263	-						1445511	APE_RS08600	978		old_locus_tag=APE2579,APE_2579.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1639286	1640263	-	WP_148679346.1	WP_148679346.1		ATP-binding cassette domain-containing protein		1445511	APE_RS08600	978	325	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1640463	1641254	+						1445512	APE_RS08605	792		old_locus_tag=APE2580,APE_2580
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1640463	1641254	+	WP_010867095.1	WP_010867095.1		flavin reductase family protein		1445512	APE_RS08605	792	263	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1641523	1642656	+						1445513	APE_RS08610	1134		old_locus_tag=APE2581,APE_2581
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1641523	1642656	+	WP_148679347.1	WP_148679347.1		lipoate--protein ligase family protein		1445513	APE_RS08610	1134	377	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1642673	1643938	-						1445514	APE_RS08615	1266		old_locus_tag=APE2583,APE_2583.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1642673	1643938	-	WP_148679348.1	WP_148679348.1		cation:dicarboxylase symporter family transporter		1445514	APE_RS08615	1266	421	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1644112	1645146	+						1445515	APE_RS08620	1035		old_locus_tag=APE2585,APE_2585
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1644112	1645146	+	WP_158298278.1	WP_158298278.1		MBL fold metallo-hydrolase		1445515	APE_RS08620	1035	344	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1645287	1646138	-						1445516	APE_RS08625	852		old_locus_tag=APE2586,APE_2586.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1645287	1646138	-	WP_148679349.1	WP_148679349.1		ABC transporter permease		1445516	APE_RS08625	852	283	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1646209	1647288	-						1445517	APE_RS08630	1080		old_locus_tag=APE2587,APE_2587.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1646209	1647288	-	WP_010867100.1	WP_010867100.1		ABC transporter permease		1445517	APE_RS08630	1080	359	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1647281	1648777	-						1445518	APE_RS08635	1497		old_locus_tag=APE2588,APE_2588
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1647281	1648777	-	WP_010867101.1	WP_010867101.1		ABC transporter ATP-binding protein		1445518	APE_RS08635	1497	498	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1648923	1650335	-						1445519	APE_RS08640	1413		old_locus_tag=APE2592,APE_2592.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1648923	1650335	-	WP_148679225.1	WP_148679225.1		BMP family ABC transporter substrate-binding protein		1445519	APE_RS08640	1413	470	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1650463	1650660	-						4525215	APE_RS08645	198		old_locus_tag=APE_2592a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1650463	1650660	-	WP_010867103.1	WP_010867103.1		hypothetical protein		4525215	APE_RS08645	198	65	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1650717	1651586	-						1445521	APE_RS08650	870		old_locus_tag=APE2595,APE_2595.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1650717	1651586	-	WP_010867104.1	WP_010867104.1		sulfurtransferase		1445521	APE_RS08650	870	289	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1651800	1653632	-						1445523	APE_RS08655	1833		old_locus_tag=APE2598,APE_2598
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1651800	1653632	-	WP_010867105.1	WP_010867105.1		radical SAM protein		1445523	APE_RS08655	1833	610	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1653840	1654067	-						4525216	APE_RS08660	228		old_locus_tag=APE_2598a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1653840	1654067	-	WP_148679350.1	WP_148679350.1		hypothetical protein		4525216	APE_RS08660	228	75	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1654205	1655008	+						1445524	APE_RS08665	804		old_locus_tag=APE2601,APE_2601.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1654205	1655008	+	WP_148679351.1	WP_148679351.1		amidinotransferase		1445524	APE_RS08665	804	267	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1655438	1655962	-						1445525	APE_RS08670	525		old_locus_tag=APE2602,APE_2602
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1655438	1655962	-	WP_158298279.1	WP_158298279.1		hypothetical protein		1445525	APE_RS08670	525	174	
gene	pseudogene	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	1656088	1658052	-					acs	1445573	APE_RS08675	1965		pseudo;old_locus_tag=APE2604,APE_2604
